ppname,ANS.p_correct,CANCELLATION_MARKED.bestR,CANCELLATION_MARKED.interdist,CANCELLATION_MARKED.intersect_rate,CANCELLATION_MARKED.intertime,CANCELLATION_UNMARKED.intertime,CATTELL_1.n_correct,CATTELL_2.n_correct,DEPRIVATION.IDACI_Rank,DEPRIVATION.Index_of_Multiple_Deprivation_Rank,DIGIT_SPAN.n_correct,DOT_MATRIX.n_correct,GONOGO.dprime,QUESTIONNAIRE_1.Q10_RT,QUESTIONNAIRE_1.Q10_resp,QUESTIONNAIRE_1.Q11_RT,QUESTIONNAIRE_1.Q11_resp,QUESTIONNAIRE_1.Q12_RT,QUESTIONNAIRE_1.Q12_resp,QUESTIONNAIRE_1.Q13_RT,QUESTIONNAIRE_1.Q13_resp,QUESTIONNAIRE_1.Q14_RT,QUESTIONNAIRE_1.Q14_resp,QUESTIONNAIRE_1.Q15_RT,QUESTIONNAIRE_1.Q15_resp,QUESTIONNAIRE_1.Q16_RT,QUESTIONNAIRE_1.Q16_resp,QUESTIONNAIRE_1.Q17_RT,QUESTIONNAIRE_1.Q17_resp,QUESTIONNAIRE_1.Q18_RT,QUESTIONNAIRE_1.Q18_resp,QUESTIONNAIRE_1.Q19_RT,QUESTIONNAIRE_1.Q19_resp,QUESTIONNAIRE_1.Q1_RT,QUESTIONNAIRE_1.Q1_resp,QUESTIONNAIRE_1.Q2_RT,QUESTIONNAIRE_1.Q2_resp,QUESTIONNAIRE_1.Q3_RT,QUESTIONNAIRE_1.Q3_resp,QUESTIONNAIRE_1.Q4_RT,QUESTIONNAIRE_1.Q4_resp,QUESTIONNAIRE_1.Q5_RT,QUESTIONNAIRE_1.Q5_resp,QUESTIONNAIRE_1.Q6_RT,QUESTIONNAIRE_1.Q6_resp,QUESTIONNAIRE_1.Q7_RT,QUESTIONNAIRE_1.Q7_resp,QUESTIONNAIRE_1.Q8_RT,QUESTIONNAIRE_1.Q8_resp,QUESTIONNAIRE_1.Q9_RT,QUESTIONNAIRE_1.Q9_resp,QUESTIONNAIRE_2.Q10_RT,QUESTIONNAIRE_2.Q10_resp,QUESTIONNAIRE_2.Q11_RT,QUESTIONNAIRE_2.Q11_resp,QUESTIONNAIRE_2.Q12_RT,QUESTIONNAIRE_2.Q12_resp,QUESTIONNAIRE_2.Q13_RT,QUESTIONNAIRE_2.Q13_resp,QUESTIONNAIRE_2.Q14_RT,QUESTIONNAIRE_2.Q14_resp,QUESTIONNAIRE_2.Q15_RT,QUESTIONNAIRE_2.Q15_resp,QUESTIONNAIRE_2.Q16_RT,QUESTIONNAIRE_2.Q16_resp,QUESTIONNAIRE_2.Q1_RT,QUESTIONNAIRE_2.Q1_resp,QUESTIONNAIRE_2.Q2_RT,QUESTIONNAIRE_2.Q2_resp,QUESTIONNAIRE_2.Q3_RT,QUESTIONNAIRE_2.Q3_resp,QUESTIONNAIRE_2.Q4_RT,QUESTIONNAIRE_2.Q4_resp,QUESTIONNAIRE_2.Q5_RT,QUESTIONNAIRE_2.Q5_resp,QUESTIONNAIRE_2.Q6_RT,QUESTIONNAIRE_2.Q6_resp,QUESTIONNAIRE_2.Q7_RT,QUESTIONNAIRE_2.Q7_resp,QUESTIONNAIRE_2.Q8_RT,QUESTIONNAIRE_2.Q8_resp,QUESTIONNAIRE_2.Q9_RT,QUESTIONNAIRE_2.Q9_resp,QUESTIONNAIRE_3.Q10_RT,QUESTIONNAIRE_3.Q10_resp,QUESTIONNAIRE_3.Q11_RT,QUESTIONNAIRE_3.Q11_resp,QUESTIONNAIRE_3.Q12_RT,QUESTIONNAIRE_3.Q12_resp,QUESTIONNAIRE_3.Q1_RT,QUESTIONNAIRE_3.Q1_resp,QUESTIONNAIRE_3.Q2_RT,QUESTIONNAIRE_3.Q2_resp,QUESTIONNAIRE_3.Q3_RT,QUESTIONNAIRE_3.Q3_resp,QUESTIONNAIRE_3.Q4_RT,QUESTIONNAIRE_3.Q4_resp,QUESTIONNAIRE_3.Q5_RT,QUESTIONNAIRE_3.Q5_resp,QUESTIONNAIRE_3.Q6_RT,QUESTIONNAIRE_3.Q6_resp,QUESTIONNAIRE_3.Q7_RT,QUESTIONNAIRE_3.Q7_resp,QUESTIONNAIRE_3.Q8_RT,QUESTIONNAIRE_3.Q8_resp,QUESTIONNAIRE_3.Q9_RT,QUESTIONNAIRE_3.Q9_resp,READING.n_correct,SUMS.n_correct
122,0.6034482759,0.7981456663,288.1721271544,0.1,0.731,0.866,7,8,25221,30251,12,5,3.2457259945,15.5341,4,32.6018,4,13.5678,3,7.9337,0,9.2673,0.007537689,10.9006,0.7474874,9.2673,0.0169598,6.867,0.001256281,5.4996,0.5,9.8008,0.5,13.2676,0.7317839,17.1344,1,11.3006,1,10.0004,0.2569095,17.9676,3,25.2681,0,8.5006,0,8.8968,0,9.067,0,6.567,0.6959799,7.933,0.5,5.901,0.326005,7.868,0.3373116,5.367,0.2770101,17.168,0.6543132,13.767,0.6714824,11.601,0.001884422,12.533,0.4028476,6.3,0.6809045,8.334,0.9899498,5.701,1,4.6,0.3172111,5.067,0.3253769,7.768,0.2135678,5.134,0,17.333,0.5119347,19.901,0.9070352,22.403,0,9.001,0.3404523,7.3337,0.3316583,30.769,0.3407314,15.034,0.09610553,44.17,0.5125628,14.1,0.0910804,16.7,0.6039922,29.0021,0.1304439,22.867,0.6664573,24,22
123,0.5344827586,0.5476239795,341.2168680313,0.225,0.532,0.5,7,5,27288,27941,12,NaN,3.4385018515,13.8672,1,8.0671,2,9.4672,1,21.0672,0.004396985,30.268,0.5,10.434,0.741206,21.768,0.005025126,5.7339,0.7575377,4.1004,0.5004188,3.4669,0.005025126,13.2344,0.7462311,22.7343,0.4750837,31.835,0.5,12.9673,0.5,18.0677,1,7.1674,0,7.6338,0,5.4338,0,15.4672,2,6.4998,0.7562814,5.066,0.6620603,3.834,0.6614321,4.633,0.6746231,3.266,0.6555695,4.767,1,6.434,0.9987437,17.937,0.6746231,6.703,0.8599246,5.734,0.1367253,6.767,0.281407,4.166,0.3272613,4.466,0.7958543,13.067,0.007537689,4.267,0.6538945,3.934,0.3649498,17.801,0.4166667,29.935,0.25,6.7,2,33.136,0,5.634,1,14.834,0,20.201,0.01270239,30.869,0.4007538,22.1013,0.2506281,20.902,0.4179229,16.434,0,14.935,0.334799,58,40
124,0.6724137931,0.9060617817,332.9448377726,0.2307692308,0.633,0.499,7,6,18774,18535,0,5,3.53728877,11.634,1,12.1004,2,9.834,3,11.7337,0.9981156,6.6671,0.9974874,6.5338,1,7.2337,0.4491206,12.3342,0,5.5671,0.7497906,9.4001,0.7535594,19.3016,1,27.4015,0.01633166,12.734,0,7.4332,0.4935092,35.8352,2,9.5004,0,7.8986,2,10.1671,0,13.1006,4,6.267,0.3429648,5.267,0.6218593,7.367,0.3429648,5.467,0.01444724,4.8,0.334799,9.734,0.3109297,6.434,0.9786432,6.434,0.97299,7.8,1,6.4,1,16.767,1,14.135,0.1350503,9.734,0.3467337,9.934,0.3046483,5.701,0.2920854,4.334,0,17.901,0,18.167,0.1325377,7.567,2,9.701,1,6.368,0,46.103,0.3509213,9.667,0.1716918,26.501,2,37.8686,0.6683417,19.467,0.4271357,28.569,0,15.902,0.1088777,36,27
125,0.6465517241,0.5637685806,298.8431030315,0.075,0.5,0.434,10,6,30248,29765,8,6,3.8306586858,9.6322,2,8.4003,2,12.9339,1,15.3342,0.2537688,7.1335,0,9.2334,0.5,8.9336,0.0169598,7.1338,0.006909548,14.6674,0.5,9.8005,0.2493719,12.0344,0.2489531,10.1006,0,7.8332,0.7525126,8.1335,0,21.6009,4,8.8672,0,7.6671,0,7.8676,0,9.8672,2,5.401,1,7.167,0.4918342,7.8,0.3888191,6.734,0.2713568,5.067,0,7.8,0.6746231,13.334,0.001884422,6.1,0.6589196,13.133,0.9899498,9.067,0.6708543,7.1,1,8.667,0.3316583,9.901,0.3410804,8.534,0.2927136,6.501,0.3368928,7.667,0,14.768,0.1660385,18.801,0.1658292,7.034,0,5.567,1,7.267,0.3498744,24.168,0.08354271,14.835,0.06407035,14.534,0.7476968,27.473,0.1601759,20.635,0.1662479,19.701,0,18.901,0.1520101,51,37
126,0.5086206897,0.3646930037,380.7969571821,0.2820512821,0.767,0.433,3,3,5800,6370,4,2,1.7310747545,9.2672,1,8.8002,2,10.1003,4,12.2005,0.7600502,10.3674,0.7525126,10.534,0.9616834,5.2335,1,6.1002,0.2443467,8.8338,0.5081658,7.7994,0.5,12.0679,0.7474874,11.6006,0.5,14.4006,0.522613,38.3681,0.7594221,18.6007,4,8.1004,2,7.6002,0,6.2339,2,11.5343,4,5.467,1,12.467,0.9974874,4.634,1,8.834,0.02324121,11.2673,0.002512563,8.267,0.6645728,9.934,0.3285176,8.367,0.6689699,14.168,0.3316583,9.167,0.977387,5.033,0.6601759,8.7,0.6721106,7.067,0,5.767,1,6.733,1,13.2339,0.6325377,25.468,0.92567,28.735,0.05464824,23.966,2,8.167,0.9962311,6.5,1,19.301,0.129397,14.868,0.06909548,15.867,0.4987437,17.368,0.8863065,29.302,0.4604271,20.167,0,14.367,1,27,15
127,0.6379310345,0.6214036329,342.7959070683,0.3,0.9655,0.598,7,9,29148,30427,10,10,NaN,13.4679,1,11.8006,2,8.5675,1,6.9336,0.1023869,6.2669,0,8.067,0.5,6.0003,0.241206,NaN,NaN,NaN,NaN,NaN,NaN,18.5013,1,18.201,1,14.9674,0.4780151,26.7349,0.7479061,38.8014,2,11.5002,0,17.3668,0,5.2667,0,11.0009,3,7.934,0.3429648,10.101,0,4.6,0.2311558,5.634,0.6677136,4.234,0.65201,6.801,1,11.834,1,17.334,0.4459799,11.567,0.6853015,6.068,0.9849246,9.067,1,21.034,0.3385679,5.602,0.647613,4.7,0.3316583,7.601,0.3429648,8.701,0,14.402,0.3341708,33.234,0.04208543,10.701,2,5.549,0.315536,5.767,0.3479899,16.667,0.003768844,35.669,0,13.501,0.1017588,15.368,0.02072864,26.901,0.04271357,15.1,0,12.168,0.1147404,56,48
128,0.7068965517,0.5383302096,372.4136783253,0.3414634146,0.867,0.602,7,5,31742,32361,6,6,4.2406057889,14.3678,1,8.501,2,18.5678,4,11.367,0.5,9.4676,0.7481156,7.4675,0.8033919,8.7004,0,6.8,0,8.9338,0.003768844,7.1336,0.5,14.7009,0.5,9.7005,1,17.6676,0.9830402,10.1669,0.2506281,21.668,2,9.5671,0,7.2002,0,7.7005,0,17.0674,2,6.666,0.642588,5.434,0.02638191,5.5,0,13.067,0.8146985,5.3,0.9949749,7.4,0,7.768,0.8630653,12.235,0.3274707,22.436,1,6.101,0.665201,11.901,0.343593,18.968,0.3310302,5.834,0,13.567,0.141541,7.201,0.6610134,10.267,0.4840871,14,0.92567,18.668,0.06155779,14.734,2,6.968,0.3190955,9.968,0.3479899,16.667,0.005025126,13.434,0,15.367,0.241206,17.368,0,25.535,0.3521776,15.434,0.9949749,13.468,0.1187186,31,30
129,0.8017241379,0.6279876487,357.5074927939,0.4651162791,0.437,0.466,8,7,31742,32361,11,14,4.354775862,23.0346,3,12.8671,1,6.7669,1,13.6007,0.8567839,7.3338,0.9918342,7.2999,0,5.3007,0.5339196,15.201,0.4786432,6.4667,0.9993719,5.0004,0.5012563,18.4013,1,19.6011,0,13.2009,0.7531407,8.634,0.2443467,23.1013,4,13.2343,0,9.5335,0,6.5669,0,11.767,2,7.701,0.0741206,6.267,0.6783919,6.933,0.3165829,5.2,0.6614321,4.567,0,5.401,0.995603,8.334,0.3335427,12.001,0.6614321,7.967,1,11.417,0.9937186,8,0.9811558,5.933,0.3096734,7.6,0,11.234,0.334799,7.467,0.0571608,4.567,0.6664573,17.868,0.1356784,23.101,0.165201,7.501,2,5.434,1,13.267,1,16.2,0.160804,21.068,0.055067,15.701,0,26.968,0.08249581,16.934,0.08305416,14.168,0,12.168,0.3373116,54,48
130,0.6637931034,0.8639466359,331.3734108091,0.1,1.2,1.1315,7,9,25221,30251,12,10,NaN,11.2004,1,9.6672,2,10.0004,4,7.2336,0.2139866,5.267,0.5180067,5.9338,0.508794,4.2003,0.5,NaN,NaN,NaN,NaN,NaN,NaN,18.7681,0.5,18.3676,0,9.2669,0.4974874,7.1671,0.495603,16.5006,2,10.2005,0,11.134,0,7.4671,0,12.1008,1,8.9,0.3429648,10.1,1,4.167,0.6614321,5.834,1,4.401,0.3373116,7.134,0.7355528,7.933,1,9.267,0.6683417,5.967,0.6557789,6.201,0.6708543,9.067,0.9798995,10.601,0.7418342,4.367,0.2851759,5.9,0.6809045,6.834,0.3253769,6.567,0.3228643,11.434,0.06909548,9.701,0.02638191,6.267,0,5.767,0.3316583,7.101,0.3247488,14.434,0.03831658,9.933,0,11.167,0.5050251,15.767,0.1670854,20.701,0.1243719,9.534,0.133794,7.367,0.05590452,43,35
131,0.724137931,0.4603954504,321.147909511,0.1,0.733,0.5335,8,4,20699,24800,11,16,NaN,19.7344,2,12.8671,2,8.6006,1,9.5337,0.5,6.1338,0.5207286,8.334,0.2569095,3.6002,0.5,5.2003,0.02072864,6.8003,0.7531407,7.2004,0,11.0341,0.8537828,11.1004,0.241904,10.6003,0.2525126,8.9007,0.5,15.8932,3,10.0005,0,7.7671,0,6.2336,0,11.3005,0,6.3,0.3379397,6.667,0.1689699,4.8,0.3743719,6.234,0.3375209,3.366,0,7.733,1,9.767,0.2883166,8.535,0.4975572,7.567,1,5.467,0.6421692,6.401,1,9.633,0.1258375,4.967,0.1318397,10.501,0,13.268,0.3354271,5.8,0.02596315,12.267,0,17.567,0,8.167,0,8.735,0.9962311,15.467,0.1683417,10.366,0.5,11.568,0.1752513,7.367,0,15.468,0.08354271,23.702,0.1809045,15.701,0.0678392,14.799,0.09798995,34,27
132,0.7068965517,0.5826766287,362.7649219516,0.275,0.469,0.3995,2,5,31742,32361,9,3,3.5695224016,10.9006,2,13.4668,2,8.2338,2,14.8013,0,9.734,0.9937186,5.8333,0.5006281,4.2003,0,8.7005,0.5,5.2338,0,3.7667,0.236809,12.0676,0.4993719,17.4677,0.004396985,15.3675,0.2229899,9.7342,0.2537688,25.8681,3,11.1016,0,8.0675,2,8.9002,0,12.034,4,5.2,0,10.001,0.3362646,5.634,0.5634422,5.967,1,9.734,0.6765075,9.666,0.6589196,11.267,0.7378559,9.868,1,9.634,1,8.2,0.326005,6.333,1,5.401,0,5.5,0,10.267,0.334799,6.534,0,4.666,0,66.433,0.1098548,17.268,0.1829983,8.034,2,10.767,0.6061558,6.9,0.6656197,22.501,0.02763819,9.934,0.6758794,15.235,2,13.367,0.991206,27.534,0.9499581,15.401,0,55.903,0.08856784,28,19
133,0.6379310345,0.5526132044,298.8431030315,0.119047619,0.332,0.328,5,8,9814,9353,0,9,3.3899526391,12.7008,2,9.8002,1,10.133,0,8.3002,0.7732412,11.8681,1,6.267,0,4.0335,1,6.3004,0,8.6005,1,3.7003,0.767588,55.4036,0.2518844,30.0014,1,17.3006,0.6033641,13.667,0.7493719,24.8345,3,28.4016,0,26.8032,0,12.8008,2,15.9339,1,10.867,0.2324121,7.533,0.07621441,6,0.2041457,3.934,0.1388191,4.534,0.001884422,6.1,0.9428392,42.436,0.6572446,11.934,0.6677136,10.668,0.6482412,7.134,0.9981156,28.067,0.3379397,18.268,0.9974874,10.101,0.1664573,17,0.3285176,9.967,0.3360553,13.334,0.05150754,19.601,0.8297738,23.101,0.3454774,10.101,2,7.968,1,12.901,0.3354271,23.235,0.1237437,27.269,0.1677136,23.634,0.1017588,54.935,0.3324958,15.568,0.1675042,15.267,0,13.834,0.1802764,13,27
134,0.6293103448,0.5663562885,326.1260818554,0.15,0.667,0.667,11,8,18774,18535,8,7,3.466947273,11.7674,1,11.734,2,7.1001,1,7.5335,0.001884422,19.3337,0.7650754,5.2333,0.7443467,6.1001,0.2606784,5.8675,0.5039782,4.7004,0.5,3.3334,0.4853434,12.7007,0.7525126,11.2674,0,19.6675,0.5006281,21.4347,0.491206,14.0005,1,14.1006,0,9.5671,0,8.367,2,9.3338,0,4.5002,1,4.734,0.339196,7.333,0.3230737,5.601,0.2481156,5.034,0.006909548,6.167,0,24.301,0.5336404,8.301,0.6670854,21.102,0.008165829,9.1,0.6765075,7.667,0.5025126,7.067,0,4.033,0.2851759,6.367,0.3272613,4.334,0.005653266,4.401,0.3278894,14.701,0,17.634,0.06344221,7.034,2,7.668,0.3329146,6.467,1,21.934,0.4996743,19.868,0.01256281,10.234,1.532663,15.768,0.0201005,19.834,0.05988275,19.501,0.02449749,17.568,0.1331658,49,21
135,0.5344827586,0.690529566,344.4590750386,0.15,0.467,0.567,3,7,20238,27978,5,0,2.8410199058,10.8005,2,9.8006,1,4.6336,4,7.2005,0,6.5005,0,9.4004,1,5.3342,0.7531407,4.6335,0.2646566,5.4332,0.7600502,9.1006,0.7311558,13.801,0.75,23.368,0.7487437,13.8335,0.7512563,9.5338,0.4916248,28.4679,4,9.4002,0,6.6,0,5.2666,0,9.0669,3,9.066,0,5.767,0.6639447,9.567,0.3222362,11.601,0.4698493,5.834,0,5.334,0,9.201,0,8.067,0.6733668,6.633,0.3624372,7,0.9974874,8.267,1,7.933,0,8.234,0.1698074,6.267,0.6708543,5.167,0.208124,5.867,0.001884422,14.535,0.5,67.837,0.05422948,5.767,2,9.134,0.3398241,6.633,0.9943467,18.101,0.04208543,14.933,0.03957286,11.467,0.9271357,22.501,0.3335427,25.235,0.3379397,14.5,0,14.734,0.1727387,48,11
136,0.7327586207,0.5464028731,320.9816887067,0.2820512821,0.631,0.8005,6,7,29543,26443,13,10,2.662812796,9.4672,1,9,2,7.3337,1,8.767,0.7631909,7.0004,1,10.4673,0.5,5.3007,0.2487437,10.634,0,6.4667,0.2217337,14.6676,0.01319095,16.7343,0.9924623,17.3011,0.2518844,11.4339,0.4989531,14.0342,0.9899498,22.9347,3,10.9337,0,7.2007,0,6.2338,2,10.9342,2,11.401,0.3385679,7.267,0.003768844,5,0.3373116,5.634,0,6.867,1,21.901,0.6890703,22.768,0.8067421,26.602,0.9229481,33.135,0.9974874,6.933,1,8.8,1,18.934,0.6790201,14.134,0.3329146,9.333,0.4943467,9.133,0.06595477,6.866,0.3427555,13.768,0.1727387,26.601,0,9.401,0,9.4,0.3693467,6.367,0.4082915,35.935,0.9949749,15.835,0,15.168,0.01005025,17.635,0.09861809,19.535,0.2074958,24.067,0.08354271,33.002,0.3178392,59,33
137,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7904,8474,NaN,NaN,3.4425223442,41.2358,3,8.9674,2,8.7669,1,14.801,1,5.6336,0.5,13.2688,0.7508376,8.7672,0.218593,6.1003,0.2393216,3.9003,1,9.0335,1,22.0682,0.4893216,17.0008,0.2663317,15.5677,1,8.8336,0.25,29.5683,4,11.8341,0,10.6006,2,5.7733,2,17.4676,2,6.167,0.9981156,4.867,0.3297739,4.133,0.3322864,6.768,0.01444724,4.067,0.3322864,5.801,0.9849246,46.736,0.006281407,17.101,0.682789,10.601,1,6.566,0.01005025,10.067,0.9874372,11.634,0.4981156,6.034,0.3337521,9.434,0,6.534,0.03140704,4.867,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,49,2
138,0.5689655172,0.4635637187,286.8059495368,0.125,0.6,0.5,7,6,7904,14370,12,9,3.8541806046,15.2005,1,13.4005,2,7.9006,4,38.7356,0.1254188,11.467,0.2462312,8.3671,0,5.5669,0.005025126,8.4671,0.4591708,8.2001,0.5,6.767,0.5,10.6344,0.7512563,19.4681,0,12.1337,0.4905779,10.267,0.4968593,18.934,1,22.2346,2,8.7341,0,6.2004,0,10.9677,4,8.033,0.334799,7.468,0.9974874,8.501,0.3059045,5.835,0,7.533,0.6551508,9.167,0.6767169,14.235,0.6702262,9.1,1,10.134,1,6.733,0.9836683,16.767,0.9271357,7.001,0.3360553,9.534,0.6658291,8.234,0.7072864,4.2,0.4805276,8.701,0.3291457,11.934,0.1520101,19.134,0,9.667,2,6.967,0.6664573,7.7,0.459799,24.134,0.6871859,32.069,0.1532663,15.8,0.03894472,19.4,0.166876,26.701,0.1765075,23.434,0,17.234,0.09798995,45,32
139,0.5775862069,0.6524938711,306.0462489391,0.175,0.518,0.434,6,6,27384,30525,13,0,NaN,8.5335,1,6.367,2,5.667,4,8.001,0.2476968,4.7003,0,5.8337,0.5,2.9332,1,NaN,NaN,NaN,NaN,NaN,NaN,13.8674,0.897613,12.734,0.5020938,9.6005,0.4974874,5.3335,0.4945561,22.5343,4,7.3005,0,7.5005,0,5.5339,0,8.9005,2,4.267,0.6658291,4.001,0.1124372,3.933,0.3463149,6.4,0.1580821,5.467,0.4103853,5.9,0.6580821,6.4,0.6746231,7.667,1,6.367,1,5.001,0.6564071,9.201,1,11.534,0.03266332,5,0.3327052,3.3,0.3316583,3.167,0.6765075,3.901,0.3291457,11.2,1,3.467,0.6890703,7.134,2,6.034,0.790201,5.734,0.3379397,9,0.001884422,30.26782,0.09610553,18.568,1.050251,11.7007,1,6.4,1,6.468,0.6670854,12.367,0.9886935,53,26
140,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3996,1640,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
141,0.6896551724,0.0697975621,280.2155892765,0.0909090909,0.5,0.4675,2,6,17814,24503,14,8,3.5779186264,10.9008,1,11.6673,2,8.8672,1,9.7007,0.005025126,8.101,0.5,5.5002,0.2537688,4.7669,0.2638191,5.9669,0.5,5.2686,0.5004188,4.4336,0.4870184,14.701,0.7533501,18.6007,0.02512563,18.3341,0.758794,9.5337,0.4158292,21.668,1,12.6673,0,9.5671,0,8.9672,0,9.1007,0,5.234,0.8693467,4.833,1,3.033,1,3.967,0.9767588,3.5,0.964196,5.401,0.6677136,4.9,0.669598,12.568,0.9949749,8.9,0.3253769,7.2,0.6708543,5.301,0.9698492,7.634,0.5753769,7.667,0.9974874,4.033,0.5,9.967,0.3232831,4.334,1,12.335,0.9484925,18.935,0.2430905,6.367,2,9.034,0.9886935,7.167,0,14.801,0.17567,17.434,0.003768844,14.1,0,18.835,0.1781826,17.101,0.08319376,13.734,0.105737,13.101,0.3339615,61,31
142,0.6293103448,0.6032525187,350.5044422941,0.25,0.534,0.5,2,8,18774,18535,10,6,3.8398285862,16.8009,2,8.8998,2,17.1011,3,9.9339,0,5.467,0.7650754,6.7001,0.732412,6.5002,0.7575377,4.8336,0.4667085,4.0667,1,5.3002,0.4755025,13.8676,0.9868091,10.3007,0.0006281407,9.034,0.9949749,17.9678,0.5,30.9011,2,11.4667,0,8.0338,0,4.9337,2,11.7006,4,5.933,0,5.667,1,20.135,1,5.568,1,4.234,0.330402,6.801,1,9.767,0.9692211,5.466,0.3329146,8.867,1,7.067,0.665201,7.366,0.8341709,13.368,0,5.767,0,6.633,0,10.267,0.334799,5.2,0.6582915,17.868,0.07349246,39.869,0,10.101,0,8.934,0,8.934,0.3354271,22.068,0.3333101,20.568,0,21.167,1,13.367,0,17.501,0.05988275,37.002,0.1666667,28.535,0.160804,43,57
143,0.6034482759,0.7424972167,329.3531776007,0.275,0.6,0.667,5,8,20238,27978,4,11,3.7994008552,12.9015,1,9.5672,2,9.834,1,10.0005,0.5,8.7006,1,8.3671,0.2474874,5.8672,0.7895728,6.2663,0.01193467,6.0003,0.9830402,5.1004,0.5,12.4345,1,14.9675,0.2550251,21.5676,0.7466499,13.6671,0.5012563,14.0005,3,15.0673,0,9.4004,0,8.4024,0,10.6006,2,4.467,0.4690117,4.2,0.647613,4.5,1,11.634,0.9905779,3.5669,1,4.333,0.9805276,7.267,0.3423367,7.134,1,8.6344,1,13.534,0.5408291,7.367,0.9610553,8.267,0.3310302,5.5,0.6526382,3.5,0.9918342,5.134,0.6752512,9.5,0,20.068,0.4095477,19.701,0.06155779,9.534,2,6.434,1,12.6,0,16.568,0.263191,12.101,0.1790201,14.667,0.5016751,12.267,0.3322864,15.901,0.2619347,16.201,0.00879397,16.335,0.4970687,37,38
144,0.6982758621,0.0697975621,336.6681330176,0.5208333333,0.433,0.399,6,7,31742,32361,10,16,NaN,11.5335,0,13.0673,3,9.6008,1,13.1006,0.002093803,9.734,0.9830402,9.9008,0.5037689,6.4002,0,5.4005,0.4889726,5.5002,0.01570352,7.7337,0.00942211,25.5347,0,15.8672,0.507305,13.8339,0.4845059,9.5007,0.7505584,28.2679,3,9.4002,0,8.5006,0,7.1002,0,15.6675,1,6.8,0,7.434,0.3404523,5.634,0,5.367,0.3867253,12.068,0.05841709,5.767,0.9968593,15.366,0.6557789,13.267,0.3360553,9.9,0.6721106,9.8,0.3373116,8.968,0.6658291,4.834,0,6.167,0.1482412,5.067,0.3410804,8.634,0.3410804,9.6,0,23.701,0,21.435,0,7.334,0,8.167,0.3404523,13.134,0.9993719,27.569,0.02386935,16.968,0,38.168,2,29.301,0.04145729,32.136,0.06197655,15.634,0,36.002,0,29,34
145,0.5517241379,0.5537681091,327.3195795627,0.225,0.967,1.033,7,8,NaN,NaN,11,6,NaN,17.6349,4,11.2007,2,8.5672,1,10.3338,0.4981156,8.9004,0.3842127,9.8339,0.2531407,7.3006,0.2449749,8.3338,0.01319095,4.7329,0.7468593,4.0335,0.552345,11.8676,0.7569095,13.2339,0.001884422,10.9333,0.75,9.3673,0.5,21.3675,2,9.2002,0,8.5669,0,10.0005,2,15.001,3,5.733,0.3379397,6.367,0.6721106,10.234,0.6582915,9.101,0.6746231,6.033,0.3373116,5.534,0.6767169,5.501,0.9811558,5.867,0.6783919,6.967,0.991206,5.734,1,9.068,0.6670854,1.433,0.3385679,7.2,0,7.8,0.7707286,8.9,0.3253769,14.4,0.07914573,14.201,0,23.735,0.2673785,6.5,2,5.468,0.3165829,7.434,0.6765075,36.401,0.2502094,10.901,0.02763819,17.968,0.01340033,13.301,0.1556393,15.7012,0.1752513,18.834,0,18.734,0.1758794,40,34
146,0.6379310345,0.6354460642,279.4309811852,0.05,0.666,0.6665,1,6,11846,10350,19,9,2.0952893013,9.0342,1,9.9671,4,15.0008,1,21.6679,0.4026382,4.9669,0.5,8.9005,0.2569095,6.8334,0.5,4.3666,0.2481156,5.8003,0.8444305,6.4005,1,26.2851,0.5106784,14.034,0.03266332,11.9005,0.75,23.5336,0.8109297,14.6336,1,14.8005,0,9.5669,0,8.9672,0,14.2008,4,9.2,0,11.133,0.6742044,5.834,0.6576633,9.234,0.2003769,9.534,0.02198493,11.734,1,12.967,0.7378559,7.701,0.6704355,14.5,0.5125628,10.367,0.326005,8.467,1,15.301,0.9905779,4.234,0.9886935,4.7,0.3951005,11.768,0.321608,8.168,0.03517588,12,0.9704774,18.001,0.1922111,6.067,0,5.068,1,6.333,0.5,24.134,0.5,20.869,0.5,12.767,0.9032663,15.368,0.9811558,19.867,0.3109297,22.434,0.8121859,14.234,0.2028894,42,31
